"","player_api_id","player_name","overall_rating","gk_rating","number_of_appearances"
"1709",29571,"Neal Eardley",74,138,30
"1710",29580,"Evaldo",75,133,160
"1711",29581,"Charles N'Zogbia",79,144,148
"1712",29585,"Eder",66,46,26
"1713",29587,"Maxi Moralez",79,48,123
"1714",29590,"Fabio Coentrao",82,151,108
"1715",29622,"Selim Teber",71,137,33
"1716",29631,"Stefano Celozzi",73,143,59
"1717",29669,"Jared Hodgkiss",54,120,6
"1718",29672,"Josh Walker",64,136,2
"1719",29673,"Michael Mancienne",NA,NA,84
"1720",29720,"Jeffrey de Visscher",67,122,6
"1721",29812,"Stephan Fuerstner",72,122,30
"1722",29904,"Abel Gomez",NA,NA,40
"1723",30031,"Thomas Kind Bendiksen",71,53,1
"1724",30136,"Davide Marchini",67,149,16
"1725",30138,"Pavel Pergl",65,48,27
"1726",30143,"Alberto Frison,18",74,362,18
"1727",30248,"Alan Smith",80,140,11
"1728",30249,"Kevin Kuranyi",83,121,67
"1729",30250,"Christian Pander",78,165,57
"1730",30251,"Fabian Ernst",80,165,12
"1731",30252,"Frank Baumann",79,137,27
"1732",30253,"Lukas Sinkiewicz",75,124,12
"1733",30254,"Moritz Volz",74,107,8
"1734",30255,"Patrick Owomoyela",80,136,63
"1735",30256,"Paul Freier",81,159,33
"1736",30266,"Artur Wichniarek",78,121,40
"1737",30271,"Sergio",NA,NA,52
"1738",30272,"Marcin Mieciel",NA,NA,42
"1739",30273,"Alberto Rivera",75,154,97
"1740",30275,"Lukasz Surma",66,141,208
"1741",30276,"David Navarro",79,134,189
"1742",30277,"Francisco Navarro Yeste",83,124,38
"1743",30278,"Marek Zienczuk",74,68,126
"1744",30279,"Javier Venta",73,140,95
"1745",30281,"Francesco Toldo",81,401,2
"1746",30284,"Massimo Maccarone",NA,NA,147
"1747",30285,"Salvatore Lanna",74,138,53
"1748",30287,"Pablo Orbaiz",75,163,62
"1749",30295,"Anthony Obodai",66,135,13
"1750",30324,"Kwabena Asamoa Frimpong",70,99,20
"1751",30335,"Laryea Kingston",80,151,26
"1752",30338,"Danny Murphy",77,148,133
"1753",30340,"Darius Vassell",80,55,6
"1754",30342,"David Dunn",NA,NA,65
"1755",30348,"Jermain Defoe",84,112,156
"1756",30352,"Kieran Richardson",77,143,173
"1757",30353,"Kieron Dyer",77,147,15
"1758",30354,"Ledley King",84,125,70
"1759",30355,"Patrick Agyemang",70,101,2
"1760",30357,"Luke Young",78,146,95
"1761",30358,"Prince Tagoe",72,139,1
"1762",30360,"Nicky Butt",74,137,33
"1763",30362,"Wes Brown",80,136,101
"1764",30367,"Shaun Wright-Phillips",83,134,87
"1765",30369,"Robbie Fowler",77,120,1
"1766",30371,"Philip Neville",78,154,131
"1767",30373,"Paul Scholes",86,169,76
"1768",30380,"Brad Friedel",82,420,164
"1769",30404,"Lukas Zelenka",79,158,9
"1770",30419,"Selim Benachour",74,147,41
"1771",30424,"Andreas Granqvist",NA,NA,132
"1772",30425,"Daniel Majstorovic",84,145,47
"1773",30434,"Matias Concha",NA,NA,31
"1774",30443,"Renato",NA,NA,67
"1775",30445,"Grafite",83,128,74
"1776",30448,"Edu",80,155,9
"1777",30453,"Phillippe Mexes",85,161,148
"1778",30455,"Heurelho Gomes",83,408,142
"1779",30456,"Juliano Belletti",79,148,9
"1780",30457,"Sylvain Armand",78,154,219
"1781",30458,"Ulrich Rame",81,405,37
"1782",30459,"Martin Demichelis",85,154,196
"1783",30460,"Javier Zanetti",86,151,179
"1784",30464,"Boris Smiljanic",80,154,67
"1785",30468,"Fabio Celestini",76,141,36
"1786",30472,"Cesar Delgado",82,154,34
"1787",30474,"Stephan Lichtsteiner",82,144,220
"1788",30475,"Stephan Keller",68,143,3
"1789",30477,"Danijel Pranjic",78,152,63
"1790",30485,"Tomislav Sokota",68,134,15
"1791",30492,"Walter Samuel",85,145,127
"1792",30496,"Mladen Petric",82,183,90
"1793",30503,"Brett Holman",74,138,84
"1794",30509,"Pablo Zabaleta",83,155,192
"1795",30515,"Leandro Romagnoli",77,117,9
"1796",30516,"Ernesto Farias",78,143,12
"1797",30526,"Daisuke Matsui",75,148,51
"1798",30530,"Makoto Hasebe",75,141,172
"1799",30534,"Leonardo Ponzio",NA,NA,80
"1800",30536,"Lisandro Lopez",85,145,115
"1801",30548,"Emanuel Rivas",76,139,19
"1802",30549,"Diego Milito",86,151,132
"1803",30563,"Marko Basa",80,149,133
"1804",30572,"Aaron Galindo",75,111,10
"1805",30576,"Neca",74,157,51
"1806",30577,"Custodio",77,144,89
"1807",30580,"Joao Alves",71,142,59
"1808",30582,"Jose Moreira",78,389,9
"1809",30585,"Pedro Mendes",79,152,68
"1810",30592,"Roy Makaay",87,124,24
"1811",30593,"Wilfred Bouma",76,145,63
"1812",30595,"George Boateng",80,117,47
"1813",30596,"Kevin Hofland",81,116,7
"1814",30597,"Martijn Meerdink",71,146,5
"1815",30598,"Nigel de Jong",82,146,171
"1816",30601,"Romeo Castelen",78,132,28
"1817",30602,"Ron Vlaar",80,154,187
"1818",30603,"Urby Emanuelson",80,148,116
"1819",30612,"David Beckham",87,169,27
"1820",30613,"Cesc Fabregas",89,166,217
"1821",30615,"Gary Neville",81,135,31
"1822",30616,"Mikael Silvestre",82,142,47
"1823",30617,"Jamie Carragher",88,131,138
"1824",30618,"Steven Gerrard",89,169,188
"1825",30619,"Michael Owen",86,129,27
"1826",30620,"Rio Ferdinand",88,160,133
"1827",30622,"Paul Robinson",86,426,140
"1828",30623,"Mark Viduka",82,137,6
"1829",30624,"Fredrik Ljungberg",84,145,1
"1830",30625,"Sylvain Wiltord",82,106,3
"1831",30626,"Thierry Henry",91,144,39
"1832",30627,"John Terry",91,137,243
"1833",30628,"Thomas Hitzlsperger",78,151,61
"1834",30630,"Joe Cole",87,140,73
"1835",30631,"Frank Lampard",90,168,173
"1836",30633,"Mark Schwarzer",81,399,182
"1837",30635,"Wayne Bridge",77,146,61
"1838",30638,"Miroslav Klose",87,125,150
"1839",30640,"Robert Kovac",78,137,3
"1840",30645,"Owen Hargreaves",83,157,2
"1841",30646,"Roque Santa Cruz",83,110,103
"1842",30648,"Jens Lehmann",88,423,66
"1843",30649,"Christoph Metzelder",87,145,55
"1844",30652,"Vahid Hashemian",75,103,14
"1845",30654,"Giovanni van Bronckhorst",81,152,39
"1846",30655,"Raul",84,158,109
"1847",30657,"Iker Casillas",91,442,232
"1848",30658,"Michel Salgado",77,140,67
"1849",30660,"Pepe Reina",85,428,249
"1850",30661,"Carles Puyol",89,152,114
"1851",30663,"Simao",84,142,125
"1852",30664,"Leonardo Franco",80,398,57
"1853",30666,"David Albelda",80,147,94
"1854",30667,"Eric Addo",73,131,21
"1855",30668,"Guy Demel",78,139,138
"1856",30669,"Marcus Hahnemann",78,385,39
"1857",30670,"Gabriel Heinze",85,134,107
"1858",30675,"Michael Essien",88,168,96
"1859",30676,"David Jemmali",77,121,26
"1860",30679,"Florent Malouda",87,159,122
"1861",30682,"Daniele De Rossi",86,154,225
"1862",30684,"Juninho Pernambucano,20",88,120,25
"1863",30686,"Deco",86,163,31
"1864",30687,"Lucas Neill",NA,NA,44
"1865",30688,"Tim Borowski",83,159,37
"1866",30689,"Tomas Ujfalusi",82,154,91
"1867",30690,"Adriano",89,118,11
"1868",30691,"Bakari Kone",80,55,35
"1869",30692,"Oguchi Onyewu",NA,NA,35
"1870",30693,"Josip Simunic",82,147,67
"1871",30695,"Claude Makelele",82,142,98
"1872",30696,"Luis Figo",88,158,11
"1873",30697,"Jurica Vranjes",73,141,6
"1874",30698,"Marko Babic",77,139,10
"1875",30699,"Michael Ballack",87,161,76
"1876",30700,"Landon Donovan",NA,NA,14
"1877",30701,"Oliver Neuville",82,136,4
"1878",30702,"Gerald Asamoah",75,136,43
"1879",30703,"Timo Hildebrand",82,405,79
"1880",30704,"Mladen Krstajic",85,142,21
"1881",30706,"Torsten Frings",86,167,91
"1882",30707,"Sebastian Kehl",80,155,106
"1883",30709,"Luca Toni",89,109,164
"1884",30710,"Anthony Seric",NA,NA,4
"1885",30711,"Massimo Oddo",NA,NA,49
"1886",30712,"Vincenzo Iaquinta",84,121,42
"1887",30713,"Marco Amelia",83,419,88
"1888",30714,"Francesco Totti",90,164,176
"1889",30715,"Martin Jiranek",79,154,10
"1890",30716,"Marco Materazzi",88,128,21
"1891",30717,"Gianluigi Buffon",93,449,231
"1892",30718,"Stephen Appiah",81,143,14
"1893",30720,"Dida",88,416,32
"1894",30721,"Gennaro Gattuso",83,152,88
"1895",30723,"Alessandro Nesta",91,138,64
"1896",30724,"Dejan Stankovic",82,162,87
"1897",30725,"Pavel Nedved",88,163,28
"1898",30726,"Edwin van der Sar",87,436,87
"1899",30727,"Alessandro Del Piero",87,156,69
"1900",30728,"David Trezeguet",NA,NA,43
"1901",30729,"Filippo Inzaghi",82,111,20
"1902",30730,"Dario Simic,25",74,149,26
"1903",30731,"Andrea Pirlo",NA,NA,185
"1904",30732,"Nuno Gomes",77,146,14
"1905",30734,"Luis Boa Morte",NA,NA,33
"1906",30735,"Louis Saha",83,119,71
"1907",30736,"Olof Mellberg",80,131,23
"1908",30738,"Eric Abidal",84,151,111
"1909",30739,"Gael Givet",85,166,98
"1910",30740,"Rafael Marquez",86,154,66
"1911",30742,"Mickael Landreau",85,425,207
"1912",30743,"Ronaldinho",91,163,57
"1913",30744,"Masoud Shojaei",76,153,54
"1914",30747,"Simone Perrotta",83,155,88
"1915",30749,"David Jarolim",79,155,109
"1916",30750,"Juanito",83,144,50
"1917",30752,"Carlos Marchena",83,149,99
"1918",30753,"Ivan Klasnic",83,114,51
"1919",30754,"Hans Sarpei",71,141,10
"1920",30764,"Ivica Olic",NA,NA,141
"1921",30776,"Shinji Ono",79,111,11
"1922",30788,"Hugo Viana",79,147,92
"1923",30789,"Petit",79,146,86
"1924",30793,"Hussain Abdul Ghani",72,65,9
"1925",30802,"Ji-Sung Park",82,143,90
"1926",30805,"Erik Edman",77,136,2
"1927",30811,"Steven Cherundolo",76,141,114
"1928",30818,"Jermaine Jenas",80,141,60
"1929",30819,"Arne Friedrich",84,147,70
"1930",30820,"Diego Benaglio",81,404,228
"1931",30821,"Jiri Stajner",76,143,48
"1932",30822,"Didier Drogba",88,125,100
"1933",30823,"Stephane Grichting",78,137,222
"1934",30824,"Fredrik Stenman",73,142,89
"1935",30826,"Petter Hansson",77,144,95
"1936",30827,"Markus Rosenberg",NA,NA,85
"1937",30829,"Wayne Rooney",93,160,223
"1938",30830,"Peter Crouch",79,135,190
"1939",30831,"Kolo Toure",86,145,127
"1940",30832,"Luis Garcia",85,136,9
"1941",30834,"Arjen Robben",90,151,139
"1942",30835,"Philipp Degen",75,129,68
"1943",30836,"Scott Chipperfield",83,143,38
"1944",30837,"Ivan Ergic",76,149,15
"1945",30839,"Johnny Heitinga",80,146,150
"1946",30840,"Rafael van der Vaart",87,170,165
"1947",30841,"Maarten Stekelenburg",85,424,147
"1948",30842,"Brett Emerton",77,143,62
"1949",30843,"Robin van Persie",89,140,172
"1950",30849,"Vincenzo Grella",74,152,29
"1951",30850,"Zeljko Kalac",77,386,1
"1952",30851,"Shunsuke Nakamura",86,167,36
"1953",30852,"Fernando Meira",85,153,12
"1954",30853,"Fernando Torres",88,132,168
"1955",30854,"Mike Hanke",78,127,74
"1956",30855,"Ricardo",80,406,35
"1957",30856,"Paulo Ferreira",83,140,27
"1958",30857,"Nuno Valente",78,143,1
"1959",30859,"Petr Cech",89,445,251
"1960",30861,"Zdenek Grygera",81,144,57
"1961",30863,"Ricardo Cabanas",77,146,39
"1962",30865,"Nemanja Vidic",89,149,162
"1963",30866,"Ivica Dragutinovic",80,137,31
"1964",30868,"Anatoli Tymoschuk",84,154,56
"1965",30870,"Marek Jankulovski",80,153,39
"1966",30871,"Tiago",83,151,160
"1967",30872,"Bastian Schweinsteiger",88,160,190
"1968",30876,"Tim Cahill",NA,NA,110
"1969",30878,"Wesley Sneijder",88,166,84
"1970",30879,"Kew Jaliens",74,109,79
"1971",30880,"Arek Radomski",67,144,77
"1972",30881,"Alberto Gilardino",85,117,226
"1973",30884,"Jason Culina",78,155,8
"1974",30885,"John Mensah",84,124,44
"1975",30886,"Andrey Voronin",81,137,30
"1976",30889,"Xabi Alonso",87,180,217
"1977",30890,"Philippe Senderos",81,117,90
"1978",30891,"Gabriel Milito",86,150,17
"1979",30892,"Stewart Downing",82,147,217
"1980",30893,"Cristiano Ronaldo",93,145,259
"1981",30894,"Philipp Lahm",87,155,222
"1982",30895,"Aaron Lennon",84,146,181
"1983",30896,"Bonaventure Kalou",77,134,2
"1984",30897,"Kanga Akale",80,134,43
"1985",30899,"Hamdi Kasraoui",67,330,12
"1986",30900,"Kossi Agassa",80,385,94
"1987",30901,"Aruna Dindane",83,63,18
"1988",30902,"Andrea Barzagli",85,150,222
"1989",30903,"Pablo Ibanez",83,128,31
"1990",30904,"Carlos Bocanegra",76,140,126
"1991",30905,"Sulley Ali Muntari",82,158,106
"1992",30906,"Cristian Zaccardo",81,141,159
"1993",30907,"Jaroslav Plasil",81,146,245
"1994",30908,"Emerse Fae",80,145,82
"1995",30909,"David Villa",89,155,153
"1996",30910,"Ivan Leko",75,160,91
"1997",30911,"Ricardo Carvalho",86,134,173
"1998",30912,"Christoph Spycher",75,132,140
"1999",30914,"Ricardo Costa",78,113,128
"2000",30915,"Ryan Babel",81,135,68
"2001",30916,"Tim De Cler",73,138,37
"2002",30918,"David Rozehnal",81,140,123
"2003",30919,"Daniel Gygax",NA,NA,90
"2004",30920,"Edgar Barreto",77,166,148
"2005",30921,"Matthew Amoah",74,133,65
"2006",30922,"Arouna Kone",80,116,102
"2007",30924,"Franck Ribery",90,146,139
"2008",30928,"Nicolas Burdisso",79,138,182
"2009",30929,"Fabricio Coloccini",81,143,211
"2010",30930,"Esteban Cambiasso",86,163,206
"2011",30931,"Cris",89,147,110
"2012",30934,"Boubacar Barry Copa",73,348,114
"2013",30935,"Emmanuel Eboue",79,135,42
"2014",30936,"Xavier Margairaz",NA,NA,95
"2015",30937,"Tranquillo Barnetta",81,132,112
"2016",30939,"Mauro Lustrinelli",73,122,66
"2017",30940,"Blerim Dzemaili",NA,NA,151
"2018",30949,"Jan Polak",78,156,82
"2019",30950,"Gilberto",84,154,1
"2020",30953,"Jason Scotland",72,108,26
"2021",30954,"Carlos Edwards",NA,NA,6
"2022",30955,"Andres Iniesta",91,161,190
"2023",30956,"Clint Dempsey",NA,NA,153
"2024",30958,"Marcos Senna",84,158,90
"2025",30959,"Marco Zoro",71,108,17
"2026",30960,"Emmanuel Adebayor",87,130,140
"2027",30962,"Sergio Ramos",87,139,237
"2028",30963,"Collin Samuel",64,127,36
"2029",30964,"Maza",77,152,74
"2030",30966,"Valon Behrami",80,138,182
"2031",30967,"Quim",81,400,83
"2032",30968,"Luisao",82,158,171
"2033",30973,"Lukasz Fabianski",78,392,102
"2034",30974,"Artur Boruc",84,418,201
"2035",30975,"Sebastian Mila",NA,NA,173
"2036",30976,"Radoslaw Sobolewski",NA,NA,154
"2037",30977,"Dariusz Dudka",72,142,143
"2038",30978,"Pawel Brozek",NA,NA,122
"2039",30981,"Lionel Messi",94,147,249
"2040",30983,"Dusan Basta",80,148,146
"2041",30986,"Johan Djourou",81,135,141
"2042",30987,"Marcell Jansen",79,148,134
"2043",30988,"Kenwyne Jones",79,108,112
"2044",30989,"Julio Cesar",89,438,202
"2045",30990,"Justo Villar",76,387,38
"2046",30991,"Rodrigo Palacio",83,168,178
"2047",30992,"Oscar Ustari",79,395,36
"2048",30994,"Hedwiges Maduro",81,152,92
"2049",30995,"Fred",84,138,11
"2050",30996,"Cicinho",80,152,20
"2051",31010,"Omar Bravo",78,152,2
"2052",31011,"Jawhar Mnari",77,152,3
"2053",31012,"Abdulkader Keita",82,86,13
"2054",31013,"Theo Walcott",82,127,131
"2055",31014,"Romaric",80,150,135
"2056",31018,"Haminu Dramani",72,136,3
"2057",31019,"Seweryn Gancarczyk",65,120,79
"2058",31020,"Guillermo Franco",78,114,21
"2059",31031,"Flavio",67,53,2
"2060",31037,"Jacques Alaixys Romao",76,136,240
"2061",31045,"Andres Guardado",82,155,163
"2062",31047,"Guillermo Ochoa",82,409,122
"2063",31052,"Eddie Johnson",NA,NA,1
"2064",31070,"Segundo Castillo",73,149,12
"2065",31073,"Cristian Benitez",79,125,21
"2066",31085,"Won-Hee Cho",NA,NA,2
"2067",31088,"Do-Heon Kim",72,144,9
"2068",31092,"Chu-Young Park",NA,NA,97
"2069",31097,"Luka Modric",88,147,224
"2070",31100,"Yassine Chikhaoui",78,123,64
"2071",31103,"Paulo da Silva",79,148,50
"2072",31104,"Cristian Riveros",76,160,5
"2073",31160,"Jim Larsen",75,123,12
"2074",31187,"Tomas Galasek",83,155,15
"2075",31191,"Aleksei Kangaskolkka",62,49,1
"2076",31199,"Stefan Kiessling",81,132,224
"2077",31205,"Nicky Hofs",74,123,64
"2078",31207,"Marino Defendi",68,146,10
"2079",31214,"Matteo Ferrari",78,143,33
"2080",31226,"Geert De Vlieger",74,360,10
"2081",31235,"Diego",88,159,160
"2082",31241,"Henrik Dalsgaard",70,104,9
"2083",31244,"Cicero",78,144,75
"2084",31255,"Akpo Sodje",69,130,13
"2085",31257,"Madjid Bougherra",NA,NA,80
"2086",31288,"Fabio Liverani",82,173,56
"2087",31290,"Sascha Riether",76,145,215
"2088",31291,"Gael Clichy",83,152,193
"2089",31292,"Yoan Gouffran",77,137,178
"2090",31293,"Steve Mandanda",84,421,300
"2091",31294,"Niki Zimling",NA,NA,88
"2092",31296,"Ramon Zomer",70,151,179
"2093",31298,"Bruno Amaro",71,147,114
"2094",31299,"Daniel Fernandes",NA,NA,32
"2095",31300,"Rolando",80,141,151
"2096",31302,"Pedro Ribeiro",65,60,26
"2097",31303,"Nelson",73,145,126
"2098",31304,"Alessandro Rosina",79,148,56
"2099",31306,"Branislav Ivanovic",83,136,234
"2100",31307,"Dejan Milovanovic",69,142,9
"2101",31308,"Djordje Rakic",66,120,1
"2102",31310,"Ivan Todorovic,25",68,144,25
"2103",31312,"Milan Stepanov",76,135,13
"2104",31314,"Milos Krasic",84,141,60
"2105",31316,"Nemanja Rnic",66,129,8
"2106",31317,"Nenad Milijas",74,153,38
"2107",31318,"Stefan Babovic",70,103,15
"2108",31319,"Milos Pavlovic",NA,NA,5
"2109",31325,"Sergei Pylypchuk",68,62,39
"2110",31427,"Hakan Yakin",74,149,76
"2111",31432,"Joe Hart",85,414,275
"2112",31435,"Tomas Rosicky",85,154,70
"2113",31436,"Dennis Wyness",67,119,17
"2114",31437,"Ugo Ukah",65,52,77
"2115",31451,"David Sommeil",75,118,1
"2116",31453,"Sekou Baradji",63,107,15
"2117",31454,"Trent McClenahan",65,133,43
"2118",31465,"Tim Howard",84,418,282
"2119",31470,"Andrea Guatelli",66,336,31
"2120",31479,"Maurice Ross",65,129,11
"2121",31490,"Gustavo Franchin Schiavolin",70,111,19
"2122",31498,"Cleber Santana",78,148,33
"2123",31499,"Nicola Mingazzini",66,114,40
"2124",31568,"Soeren Rieks",70,124,51
"2125",31614,"Maicosuel",77,145,39
"2126",31627,"Pontus Wernbloom",NA,NA,60
"2127",31643,"David Elm",72,125,3
"2128",31672,"Alexander Farnerud",75,130,108
"2129",31684,"Abdeslam Ouaddou",NA,NA,43
"2130",31701,"Mikael Lustig",75,129,65
"2131",31718,"Nelson Haedo Valdez",78,133,78
"2132",31725,"Mario Alberto Santana",79,155,102
"2133",31728,"Karl Svensson",NA,NA,1
"2134",31731,"Gianni Zuiverloon",72,138,121
"2135",31739,"Cristiano Zanetti",82,172,37
"2136",31785,"Emil Johansson",70,131,5
"2137",31810,"Antti Okkonen",60,143,4
"2138",31906,"Salomon Kalou",84,135,164
"2139",31907,"Andrew Johnson",85,112,67
"2140",31909,"Denes Rosa",NA,NA,10
"2141",31915,"Theo Robinson",66,125,2
"2142",31916,"Adam Rooney",NA,NA,114
"2143",31921,"Gareth Bale",87,159,203
"2144",31936,"Rob Friend",74,103,34
"2145",31938,"Marco Cassetti",77,154,73
"2146",31953,"Cameron Jerome",78,141,116
"2147",31963,"Kevin McNaughton",71,156,3
"2148",31984,"James Wesolowski",64,134,34
"2149",31989,"Jermaine Beckford",76,106,15
"2150",31993,"Darryl Duffy",67,95,2
"2151",31996,"Andriy Shevchenko",88,130,2
"2152",32034,"Bruno Vale",74,368,17
"2153",32039,"Paulo Santos",71,351,30
"2154",32043,"Jose Gomes de Moraes Edmilson",81,162,24
"2155",32048,"Mineiro",NA,NA,5
"2156",32084,"Jamie Mackie",71,117,41
"2157",32087,"Dean Moxey",68,134,18
"2158",32088,"Daniel Seaborne",65,114,49
"2159",32118,"Lukas Podolski",87,137,148
"2160",32148,"Michael Kightly",75,147,42
"2161",32200,"Steven Smith",71,125,48
"2162",32304,"George Boyd",72,108,44
"2163",32318,"Kelvin Wilson",71,108,46
"2164",32323,"David McNamee",NA,NA,9
"2165",32343,"Markus Neumayr",67,50,62
"2166",32345,"John Obi Mikel",83,149,152
"2167",32410,"Michael Hart",NA,NA,22
"2168",32411,"Russell Anderson",NA,NA,63
"2169",32412,"Scott Severin",75,159,66
"2170",32413,"Barry Nicholson",NA,NA,14
"2171",32414,"Steve Lovell",74,92,25
"2172",32415,"Chris Clark",NA,NA,22
"2173",32418,"Jamie Langfield",72,361,194
"2174",32419,"Andrew Considine",69,141,194
"2175",32421,"Christopher Maguire",NA,NA,65
"2176",32427,"Darren Mackie",77,122,61
"2177",32430,"Richard Foster",NA,NA,128
"2178",32436,"Zander Diamond",73,148,73
"2179",32441,"Gareth McAuley",75,120,158
"2180",32446,"David Marshall",75,371,37
"2181",32447,"Michael McGlinchey",68,131,1
"2182",32448,"Aiden McGeady",83,143,70
"2183",32449,"Darren O'Dea",70,118,39
"2184",32450,"Simon Ferry",63,138,14
"2185",32453,"Mark Kerr",68,115,87
"2186",32455,"Barry Robson",80,154,54
"2187",32456,"Stuart Duff",65,116,54
"2188",32457,"Lee Mair",73,133,150
"2189",32458,"Garry Kenneth",69,130,94
"2190",32465,"David Goodwillie",75,113,109
"2191",32474,"Chris Innes",63,119,28
"2192",32484,"David McCracken",67,129,42
"2193",32485,"Jim Paterson",65,150,7
"2194",32496,"Allan McGregor",NA,NA,187
"2195",32503,"Gary Mason",62,102,57
"2196",32504,"Jorge Ribeiro",72,142,16
"2197",32546,"Pedro da Silva Moutinho,28",65,117,27
"2198",32547,"Alan Gow",NA,NA,17
"2199",32553,"Darren Barr",68,133,144
"2200",32555,"Steven Thomson",NA,NA,85
"2201",32556,"Mark Twaddle",57,96,30
"2202",32559,"Liam Craig",NA,NA,179
"2203",32561,"Brian Allison",NA,NA,4
"2204",32562,"Craig Gordon",81,405,122
"2205",32563,"Robbie Neilson",NA,NA,46
"2206",32566,"Camel Meriem",79,124,79
"2207",32567,"Paul Hartley",NA,NA,43
"2208",32569,"Patrice Evra",85,158,248
"2209",32570,"Roman Bednar",75,136,13
"2210",32571,"Franck Jurietti",77,136,17
"2211",32572,"Ludovic Giuly",87,153,89
"2212",32573,"Olivier Dacourt",76,145,3
"2213",32574,"Jonathan Zebina",76,144,104
"2214",32575,"Rio Mavuba",82,159,254
"2215",32576,"Saulius Mikoliunas",69,140,6
"2216",32577,"Bernard Mendy",73,88,60
"2217",32578,"Jerome Rothen",85,158,64
"2218",32579,"Anthony Reveillere",81,143,171
"2219",32580,"Deividas Cesnauskis",NA,NA,2
"2220",32581,"Christophe Berra",NA,NA,115
"2221",32583,"Lee Wallace",74,137,101
"2222",32584,"Jamie MacDonald",70,353,150
"2223",32587,"Ibrahim Tall",NA,NA,45
"2224",32589,"Jose Goncalves",71,86,40
"2225",32591,"Bruno Aguiar",NA,NA,26
"2226",32593,"Andrew Driver",NA,NA,100
"2227",32596,"Benjamin Huggel",73,131,92
"2228",32597,"Reto Ziegler",NA,NA,136
"2229",32609,"Steven Pressley",NA,NA,15
"2230",32616,"Steven Whittaker",76,154,147
"2231",32617,"Michael Stewart",71,152,58
"2232",32618,"Kevin Thomson",NA,NA,82
"2233",32620,"Sam Morrow",60,110,17
"2234",32621,"Guillaume Beuzelin",75,161,3
"2235",32622,"Chris Hogg",NA,NA,92
"2236",32624,"Ivan Sproule",NA,NA,49
"2237",32627,"Steven Fletcher",NA,NA,191
"2238",32630,"Lewis Stevenson",65,123,126
"2239",32633,"Zbigniew Malkowski",NA,NA,139
"2240",32636,"Sean Lynch",55,120,11
"2241",32637,"Abdessalam Benjelloun",72,102,11
"2242",32653,"Hans-Joerg Butt",79,398,62
"2243",32656,"Antonio Lopez",76,142,70
"2244",32657,"Victor Valdes",85,425,203
"2245",32658,"Mark Brown",72,361,115
"2246",32659,"Ross Tokely",67,116,111
"2247",32661,"Darren Dods",70,133,45
"2248",32664,"Roy McBain",63,126,21
"2249",32665,"Barry Wilson",66,135,1
"2250",32669,"Russell Duncan",64,119,45
"2251",32670,"Grant Munro",71,89,109
"2252",32673,"Richard Hastings",65,135,39
"2253",32674,"Craig Dargo",77,115,39
"2254",32675,"Cata Diaz",83,151,142
"2255",32678,"German Dario Lux",76,383,53
"2256",32679,"Michael Fraser",63,324,55
"2257",32681,"Ian Black",68,144,108
"2258",32690,"Stein Huysegems",71,127,25
"2259",32693,"Alan Combe",68,337,37
"2260",32694,"James Fowler",72,143,136
"2261",32696,"Garry Hay",67,135,98
"2262",32697,"David Lilley",66,133,20
"2263",32700,"Simon Ford",70,116,49
"2264",32703,"Danny Invincibile",69,117,48
"2265",32705,"Steven Naismith",NA,NA,123
"2266",32706,"Colin Nish",75,128,82
"2267",32711,"Jamie Hamill",70,135,192
"2268",32713,"Cameron Bell",70,343,115
"2269",32714,"Jamie Adams",58,43,15
"2270",32717,"Ryan O'Leary",63,66,43
"2271",32725,"David Mackay",68,119,223
"2272",32728,"Robert Snodgrass",75,129,65
"2273",32730,"Martin Scott",64,53,24
"2274",32732,"James McPake",66,127,91
"2275",32734,"Graham Dorrans",76,168,103
"2276",32745,"Ivica Banovic",73,152,23
"2277",32746,"Morgan De Sanctis",83,404,220
"2278",32747,"Fabrizio Miccoli",83,146,125
"2279",32748,"Antonio Cassano",86,163,179
"2280",32749,"Marco Di Vaio",NA,NA,133
"2281",32750,"Mauro Esposito",77,152,11
"2282",32751,"Massimo Ambrosini",83,156,115
"2283",32752,"Giuseppe Favalli",77,147,36
"2284",32755,"Milivoje Vitakic",68,135,39
"2285",32760,"Milos Maric",76,139,119
"2286",32761,"Ruben Baraja",82,159,29
"2287",32762,"Vicente",88,149,16
"2288",32763,"Alberto Luque,21",79,141,21
"2289",32764,"Raul Tamudo",84,140,64
"2290",32765,"Jose Maria Guti",84,161,23
"2291",32766,"Ivan de la Pena",85,159,19
"2292",32769,"Paolo Cannavaro",80,141,228
"2293",32776,"Issam Jemaa",70,134,48
"2294",32786,"Robert Jones",NA,NA,32
"2295",32788,"Joshua Kennedy",71,146,19
"2296",32824,"Martyn Corrigan",60,150,1
"2297",32825,"Brian Kerr",69,142,10
"2298",32826,"Scott McDonald",83,118,94
"2299",32827,"Richie Foran",69,85,130
"2300",32829,"David Clarkson",72,123,48
"2301",32830,"Steven McGarry",64,126,16
"2302",32831,"Kevin McBride",64,133,80
"2303",32833,"Paul Quinn",68,139,84
"2304",32836,"Marc Fitzpatrick",NA,NA,36
"2305",32844,"Mark Reynolds",74,145,235
"2306",32845,"Alan Martin",60,312,1
"2307",32863,"Thomas Buffel",NA,NA,156
"2308",32865,"Nacho Novo",NA,NA,48
"2309",32866,"Gavin Rae",71,148,46
"2310",32867,"Kris Boyd",NA,NA,117
"2311",32868,"Julien Rodriguez",NA,NA,5
"2312",32870,"Alan Hutton",79,145,135
