"","player_api_id","player_name","overall_rating","gk_rating","number_of_appearances"
"5723",104382,"Roberto Rosales",76,148,200
"5724",104384,"Sebastien Bruzzese",69,352,18
"5725",104386,"Vusumuzi Prince Nyoni",67,134,97
"5726",104388,"Cyprien Baguette,23",58,292,24
"5727",104389,"Geoffrey Mujangi Bia",75,130,54
"5728",104392,"Brice Jovial",72,119,22
"5729",104404,"Nill De Pauw",71,137,101
"5730",104406,"Benjamin Mokulu Tembe",70,100,53
"5731",104410,"Robin Henkens",66,68,49
"5732",104411,"David Hubert",70,126,115
"5733",104415,"Giel Deferm",63,131,45
"5734",104432,"Georgi Makaridze",61,320,2
"5735",104434,"Levan Mchedlidze",71,122,9
"5736",104482,"Daryl Janmaat",77,133,203
"5737",104646,"Dario Lezcano",71,50,127
"5738",104744,"Riccardo Cazzola",72,41,16
"5739",104778,"Lorenzo Pasciuti",71,40,19
"5740",104911,"Jem Karacan",72,132,21
"5741",104986,"Andres Fernandez",79,384,149
"5742",105022,"Simon Church",67,132,13
"5743",105327,"Lauri Dalla Valle",70,105,5
"5744",105351,"Simao",75,137,82
"5745",105526,"Adrian Mrowiec",64,133,86
"5746",105535,"Kamil Wilczek",70,113,98
"5747",105548,"Abel Hernandez",78,99,57
"5748",105610,"Magnus Eriksson",71,54,2
"5749",105680,"John Bostock",70,136,24
"5750",105695,"Gal Shish",64,53,17
"5751",105826,"Gavin Hoyte",67,113,1
"5752",105827,"Fran Merida",74,140,8
"5753",105828,"Rafael",75,363,69
"5754",105919,"Nacer Barazite",74,128,38
"5755",105925,"Angel Montoro",70,140,5
"5756",106013,"Bakary Sare",77,134,46
"5757",106175,"Diego Angelo",73,119,48
"5758",106228,"Victor Moses",76,131,97
"5759",106286,"Luis Fernando Duarte Nunes,32",70,127,34
"5760",106292,"Filip Djordjevic",80,114,61
"5761",106294,"Ivan Kelava",72,354,10
"5762",106309,"Carlos Zambrano",77,139,130
"5763",106369,"Nikita Rukavytsya",70,127,30
"5764",106373,"Guus Joppen",66,65,44
"5765",106474,"Rydell Poepon",69,116,165
"5766",106559,"Martin Zeman",66,136,14
"5767",106600,"Gaston Sangoy",71,62,21
"5768",106640,"Demetris Christofi",72,51,37
"5769",106641,"Pavle Popara",60,44,2
"5770",106910,"Ryan Shotton",71,128,34
"5771",107001,"Pavels Steinbors",66,331,47
"5772",107066,"Sanel Jahic",72,138,28
"5773",107132,"Beram Kayal",76,49,64
"5774",107216,"Ched Evans",69,117,3
"5775",107280,"Ashley Barnes",71,112,28
"5776",107281,"Zoltan Stieber",73,128,35
"5777",107283,"Liam Hughes",46,93,4
"5778",107408,"Bira Dembele",63,111,15
"5779",107415,"Rudy Gestede",73,48,14
"5780",107416,"Badis Lebbihi",54,116,1
"5781",107417,"Eden Hazard",89,130,240
"5782",107502,"Armin Bacinovic",77,128,36
"5783",107588,"Theodor Gebre Selassie",76,132,100
"5784",107717,"Artem Kravets",73,52,5
"5785",107792,"Artis Lazdins",60,60,18
"5786",107806,"Didier Ovono",70,349,85
"5787",107848,"Krzysztof Maczynski",68,52,82
"5788",107920,"Nils Petersen",76,111,58
"5789",107929,"Alberto Botia",77,137,133
"5790",107930,"Victor Sanchez Mata",76,128,184
"5791",107983,"Kevin Koffi",64,94,19
"5792",107987,"Nicolas Lodeiro",78,142,5
"5793",107994,"Denis Halilovic",65,133,15
"5794",108038,"Georginio Wijnaldum",80,133,207
"5795",108075,"Elderson",75,118,110
"5796",108179,"Wojciech Trochim",51,49,1
"5797",108381,"Milan Djuric",67,129,17
"5798",108401,"Mate Jajalo",73,139,101
"5799",108451,"Milan Vilotic",71,65,96
"5800",108461,"Yohandry Orozco",68,52,5
"5801",108521,"Saif Ghezal",69,97,73
"5802",108524,"Ammar Jemal",75,63,35
"5803",108525,"Amine Mohamed Chermiti",70,47,81
"5804",108535,"Moussa Narry",74,144,41
"5805",108568,"Ever Banega",82,154,149
"5806",108572,"David Lomban",74,130,88
"5807",108760,"Stewart Murdoch",56,47,14
"5808",108807,"Paulo Henrique",72,121,34
"5809",108808,"Mario Balotelli",84,118,116
"5810",108809,"Kike Sola",74,125,54
"5811",108917,"James Gibson",63,129,7
"5812",108956,"Ivan Fatic",67,133,3
"5813",108994,"Vegar Eggen Hedenstad",71,134,9
"5814",109055,"Vincenzo Camilleri",68,47,1
"5815",109058,"Jack Rodwell",77,141,84
"5816",109060,"Sergio Romero",78,392,101
"5817",109061,"Ruud Vormer",76,150,148
"5818",109065,"Wilfried Moimbe",69,116,15
"5819",109087,"Marc Pfitzner",67,55,6
"5820",109088,"Jan Washausen",60,60,1
"5821",109121,"Alberto Paloschi",77,106,132
"5822",109147,"Gary Irvine",64,54,78
"5823",109191,"Craig Reid",62,57,32
"5824",109222,"Vicente Guaita",80,397,138
"5825",109280,"Sloan Privat",71,107,62
"5826",109281,"Pape M'Bow",64,124,2
"5827",109288,"Ruud Boymans",73,114,53
"5828",109298,"Mauricio Isla",80,148,174
"5829",109330,"Yann M'Vila",82,132,158
"5830",109331,"Jose Nadson",68,48,37
"5831",109332,"Wallace",65,131,27
"5832",109338,"Marco Davide Faraoni",74,59,12
"5833",109434,"Martyn Waghorn",67,112,1
"5834",109491,"Jay Rodriguez",77,116,57
"5835",109588,"Mohamed Chalali",60,44,4
"5836",109589,"Benjamin Police",52,109,2
"5837",109590,"Mohamed Youssouf",55,118,2
"5838",109615,"Omer Toprak",81,135,151
"5839",109616,"Wellington",67,128,2
"5840",109621,"Steven Nzonzi",79,147,206
"5841",109622,"Scott Fox",62,305,70
"5842",109637,"Jacob Lensky",70,151,55
"5843",109638,"Leroy Fer",76,139,174
"5844",109639,"Jordy Buijs",67,42,154
"5845",109647,"Vito Wormgoor",69,59,156
"5846",109648,"Mitchell Donald",71,134,95
"5847",109649,"Jan-Arie van der Heijden",74,144,190
"5848",109650,"Marco van Duin",60,295,3
"5849",109651,"Gregory van der Wiel",78,126,177
"5850",109652,"Vurnon Anita",75,132,175
"5851",109653,"John Goossens",72,124,64
"5852",109786,"Marc McAusland",63,55,148
"5853",109897,"James Tomkins",75,124,143
"5854",109898,"Jack Collison",75,148,48
"5855",110106,"Josimar Lima",65,130,20
"5856",110107,"Niels Vorthoren",63,52,15
"5857",110108,"Lex van Haeften",56,273,1
"5858",110110,"Ryan Koolwijk",70,42,121
"5859",110112,"Arjan van Dijk",63,314,12
"5860",110113,"Daan Bovenberg",68,53,90
"5861",110115,"Joshua John",73,83,27
"5862",110116,"Tim Breukers",69,138,134
"5863",110128,"Bart van Brakel",63,57,6
"5864",110132,"Rick Verbeek",63,132,2
"5865",110135,"Sjoerd Overgoor",66,62,92
"5866",110136,"Rik Sebens",58,62,2
"5867",110137,"Arnor Smarason",67,121,3
"5868",110138,"Calvin Jong-a-Pin",68,129,59
"5869",110139,"Geert Arend Roorda",69,137,26
"5870",110140,"Donovan Deekman",65,131,6
"5871",110142,"Jeroen Veldmate",67,67,43
"5872",110145,"Martijn van der Laan",67,51,55
"5873",110146,"Shkodran Metaj",65,129,27
"5874",110147,"Douglas",79,121,130
"5875",110148,"Marko Arnautovic",79,118,136
"5876",110150,"Kees van Buuren",61,46,22
"5877",110154,"Wesley de Ruiter",66,328,42
"5878",110156,"Gianluca Nijholt",68,140,21
"5879",110159,"Donny Gorter",69,135,95
"5880",110161,"Michiel Kramer",74,65,71
"5881",110168,"Kevin van Diermen",67,119,45
"5882",110169,"Aron Gunnarsson",70,137,17
"5883",110184,"Dion Malone",68,51,104
"5884",110185,"Ruud van de Rijt",63,53,4
"5885",110189,"Nacer Chadli",NA,NA,124
"5886",110206,"Melvin de Leeuw",62,49,22
"5887",110214,"Joey van den Berg",72,51,109
"5888",110331,"Brayan Angulo",70,125,50
"5889",110378,"Panagiotis Tachtsidis",75,126,72
"5890",110382,"Matias Omar Degra",66,340,21
"5891",110738,"Graham Cummins",62,50,23
"5892",110878,"Stergos Marinos",71,146,39
"5893",110883,"Matias Rodriguez",73,51,1
"5894",110947,"Chris Herd",70,142,31
"5895",110948,"Nikos Karelis",73,49,7
"5896",111025,"Srdjan Blazic",64,326,12
"5897",111033,"Matias Alustiza",74,46,1
"5898",111060,"Callum McGregor",67,54,23
"5899",111068,"Christian Bekamenga",71,81,17
"5900",111182,"Zsolt Laczko",68,35,7
"5901",111190,"Laure",74,136,93
"5902",111193,"Thomas Bosmel",63,321,3
"5903",111194,"Ismaila N'Diaye",64,127,32
"5904",111199,"Marco Pappa",71,132,2
"5905",111237,"Vicente Iborra",81,131,147
"5906",111703,"Loic Nestor",65,108,9
"5907",111704,"Selim Bouadla",64,101,6
"5908",111739,"Simone Romagnoli",71,55,36
"5909",111741,"Mauro Vigorito",65,320,1
"5910",111747,"Daniele Ragatzu",70,107,8
"5911",111787,"Mathieu Dossevi",75,117,129
"5912",111794,"Luca Siligardi",73,123,34
"5913",111800,"Kyle Naughton",74,141,95
"5914",111801,"Alfred N'Diaye",77,127,111
"5915",111818,"Simone Benedetti",70,50,4
"5916",111819,"Jean-Philippe Sabo",64,113,1
"5917",111858,"Daniel Opare",75,109,39
"5918",111862,"Kwadwo Asamoah",82,147,176
"5919",111865,"Maynor Figueroa",76,143,208
"5920",111885,"Efrain Juarez",79,140,20
"5921",111897,"Marco Fabian",75,118,9
"5922",111909,"Michael Basser Chretien",76,145,69
"5923",111917,"Amadou Sidibe",63,140,17
"5924",111925,"Chaker Zouaghi",63,52,29
"5925",111930,"Ahmed El Mohamady",77,47,109
"5926",111973,"Gilberto",65,41,23
"5927",111975,"Manucho",76,109,70
"5928",111994,"Tsepo Masilela",73,121,11
"5929",112012,"Emmanuel Mayuka",73,61,54
"5930",112027,"Khaled Adenon",64,130,3
"5931",112035,"Kagisho Dikgacoi",72,141,32
"5932",112107,"Erwin Mulder",74,377,150
"5933",112117,"Diallo Guidilleye",69,58,5
"5934",112119,"Charlison Benschop",73,110,58
"5935",112122,"Serhat Koc",66,114,3
"5936",112123,"Paul Hanlon",65,125,149
"5937",112204,"Igor Martinez",72,50,5
"5938",112205,"Cala",74,119,63
"5939",112297,"David Obua",NA,NA,69
"5940",112397,"Vitor Gomes",72,131,101
"5941",112424,"Roberto",72,79,33
"5942",112471,"Erik Falkenburg",70,146,159
"5943",112476,"Lorenzo Ariaudo",74,117,72
"5944",112477,"Maikel van der Werff",73,49,75
"5945",112561,"Boubacar Mansaly",60,113,1
"5946",112563,"Hans Martinez",70,42,1
"5947",112585,"John Paul Kissock",63,45,2
"5948",112656,"Ariel Borysiuk",70,130,123
"5949",112704,"Michael Kovacevic",69,124,85
"5950",112758,"Ignacio Camacho",81,142,134
"5951",112801,"Marinho",72,128,119
"5952",112848,"Carlos Labrin",69,67,9
"5953",112881,"Joao Luiz",65,133,51
"5954",112934,"Emil Lyng",62,116,4
"5955",112935,"Mads Albaek",72,127,25
"5956",112976,"Adrian Nikci",68,128,55
"5957",112978,"Roman Buerki",80,398,178
"5958",112979,"Aron Liechti",56,119,2
"5959",112981,"Michael Siegfried",59,59,63
"5960",113005,"Hal Robson-Kanu",68,113,13
"5961",113186,"Emir Sinanovic",49,125,12
"5962",113189,"Rostyn Griffiths",66,130,17
"5963",113227,"Moreno Costanzo",NA,NA,172
"5964",113231,"Mike Gomes",55,46,24
"5965",113232,"Maxime Vuille",54,125,1
"5966",113235,"Burim Kukeli",65,116,137
"5967",113237,"Ridge Munsy",65,64,22
"5968",113238,"Janko Pacar",59,119,5
"5969",113239,"Fabio Daprela",70,114,30
"5970",113270,"Sander Fischer",70,60,66
"5971",113292,"Joey Suk",63,45,15
"5972",113311,"Mauro Dos Santos",72,53,57
"5973",113318,"Facundo Sebastian Roncaglia",79,100,108
"5974",113340,"Jens Hegeler",75,123,76
"5975",113422,"Pascal Schuerpf",58,125,24
"5976",113465,"Junior Hoilett",78,124,83
"5977",113517,"Bruno Severino",67,42,2
"5978",113599,"Lucas Armando Mareque",71,60,39
"5979",113604,"Adrian Daniel Calello",61,56,8
"5980",113627,"Hernan Dario Bernardello",76,145,68
"5981",113631,"Mauro Formica",72,64,28
"5982",113672,"Mateo Pablo Musacchio",81,128,117
"5983",113695,"Cristian Alvarez",77,380,70
"5984",113702,"Mariano Angel Paglialunga",68,60,1
"5985",113757,"Milton Joel Caraglio",73,50,3
"5986",113762,"Santiago Morero",72,131,54
"5987",113769,"Lucas Pratto",79,59,4
"5988",113772,"Chris Basham",69,137,7
"5989",113774,"Nicolas Bianchi Arce",71,54,5
"5990",113792,"Jonathan Cristaldo",74,63,19
"5991",113794,"Damian Leandro Casalinuovo",70,122,22
"5992",113836,"Danny Welbeck",80,105,99
"5993",113868,"Victor Vazquez",77,129,69
"5994",113902,"Mirko Boland",72,60,29
"5995",113908,"Liam Bridcutt",74,129,19
"5996",113968,"Claudio Yacob",79,41,100
"5997",113976,"Marcos Antonio",73,55,15
"5998",114011,"Stjepan Kukuruzovic",63,45,67
"5999",114016,"Vullnet Basha",67,124,48
"6000",114018,"Mathieu Debonnaire",56,279,8
"6001",114021,"Alexandre Pasche",62,110,49
"6002",114025,"Tony Jantschke",80,133,147
"6003",114044,"Alvaro Dominguez",78,132,146
"6004",114068,"Thomas Piermayr",60,121,16
"6005",114076,"Cristian Gamboa",74,56,1
"6006",114158,"David Witteveen",69,45,5
"6007",114211,"Miro Varvodic",68,322,7
"6008",114212,"Goran Jozinovic",57,50,15
"6009",114215,"Mario Maloca",71,57,18
"6010",114216,"Mario Ticinovic",64,58,22
"6011",114218,"William Buckley",72,90,9
"6012",114222,"Jack Compton",63,47,3
"6013",114268,"Dejan Lovren",80,129,144
"6014",114270,"Silvio Rodic",61,305,25
"6015",114333,"Lukas Marecek",71,140,35
"6016",114337,"Joel Ekstrand",71,147,4
"6017",114339,"Cristian Maidana",74,142,6
"6018",114364,"Wesley",76,139,19
"6019",114368,"Valery Nahayo",68,104,19
"6020",114475,"Luca Di Matteo",66,119,2
"6021",114492,"Kevin Pezzoni",70,128,62
"6022",114499,"Victor Aquino",68,61,2
"6023",114503,"Abiola Dauda",69,118,22
"6024",114558,"Kevin Strootman",81,88,136
"6025",114582,"Helton Dos Reis",51,107,2
"6026",114601,"Juan Angel Neira",68,54,1
"6027",114650,"Jan Moravek",73,144,54
"6028",114651,"Mateus",74,139,90
"6029",114664,"Daniel Pavlovic",65,128,137
"6030",114671,"Fabiano Oliveira",68,128,4
"6031",114672,"Lucas Wilchez",74,49,1
"6032",114680,"Jonathan Urretaviscaya",75,143,31
"6033",114688,"Claudemir",76,136,65
"6034",114715,"Emiliano Ariel Dudar",68,118,60
"6035",114716,"Mouhcine Iajour",62,122,2
"6036",114724,"Pedrinho",71,127,95
"6037",114735,"Nick von Niederhausern",59,65,42
"6038",114737,"Marwin Hitz",77,380,89
"6039",114738,"Luca Zuffi",76,58,98
"6040",114742,"Anthony Sauthier",63,119,39
"6041",114746,"Vincenzo Rennella",72,113,33
"6042",114762,"Manolo Reina",72,353,18
"6043",114769,"Miguel Britos",77,134,151
"6044",114789,"Lukas Schenkel",60,96,82
"6045",114790,"Adrian Winter",66,121,129
"6046",114792,"Jerome Thiesson",60,113,192
"6047",114794,"Pa Modou Jagne",65,128,122
"6048",114816,"Michal Pazdan",69,62,143
"6049",114817,"Michal Gliwa",61,298,69
"6050",114822,"Grzegorz Sandomierski",68,337,104
"6051",114827,"Luis Alfonso Henriquez",68,140,106
"6052",114963,"Fabian Giefer",74,359,42
"6053",114971,"Paulinho",81,52,31
"6054",115006,"Bartosz Kaniecki",59,286,17
"6055",115018,"Leo Fortunato",71,113,1
"6056",115067,"Nemanja Matic",84,151,154
"6057",115068,"Martin Juhar",63,63,11
"6058",115143,"Mariusz Przybylski",68,63,107
"6059",115160,"Brown Ideye",76,115,93
"6060",115171,"Julio Cesar Machado",NA,NA,2
"6061",115184,"Danijel Subasic",81,403,108
"6062",115190,"Sreten Sretenovic",67,93,27
"6063",115229,"Guilherme Santos",71,147,17
"6064",115253,"Anton Sloboda",63,44,52
"6065",115266,"Kristian Kolcak",62,71,20
"6066",115268,"Michal Peskovic",66,333,79
"6067",115297,"Fabian Monzon",74,126,60
"6068",115330,"Cristian Pasquato",74,121,8
"6069",115373,"Matija Skarabot",63,45,13
"6070",115377,"Goran Galesic",65,52,6
"6071",115392,"Sebino Plaku",63,52,14
"6072",115429,"Delvin N'Dinga",75,134,70
"6073",115440,"Ridge Mickael Mobulu",52,52,1
"6074",115488,"Paulo Arantes",62,38,12
"6075",115489,"Goldim Diego Gaucho",67,102,52
"6076",115495,"Luis Manuel",67,46,48
"6077",115512,"David Simao",74,65,121
"6078",115519,"Luisinho",75,49,77
"6079",115525,"Eder Sciola",67,98,18
"6080",115585,"Zaur Sadaev",70,100,20
"6081",115591,"Ricardo Rodriguez",83,130,150
"6082",115670,"Konstantin Rausch",75,114,165
"6083",115675,"Mark Ridgers",60,303,25
"6084",115681,"Jake Livermore",74,137,80
"6085",115700,"Leonardo Sanchez",67,51,11
"6086",115719,"Dejan Skolnik",69,57,37
"6087",115723,"Jules Reimerink",66,57,11
"6088",115724,"Grzegorz Kuswik",68,129,76
"6089",115739,"Nemanja Nikolic",74,53,30
"6090",115798,"Baba",76,134,101
"6091",115847,"Hiroshi Kiyotake",77,54,111
"6092",115862,"Ramon Cecchini",57,57,7
"6093",115863,"Kristian Kuzmanovic",57,63,2
"6094",115980,"Garath McCleary",72,116,15
"6095",116011,"El Fardou Ben Nabouhane",54,103,1
"6096",116085,"Eoin Doyle",66,109,34
"6097",116183,"Jose Velazquez",69,115,21
"6098",116243,"Rafael Romo",68,331,1
"6099",116253,"Juan Falcon",71,50,14
"6100",116555,"Duvan Zapata",77,40,27
"6101",116603,"Genki Omae",68,55,2
"6102",116642,"Yuki Otsu",67,58,8
"6103",116645,"Hiroki Sakai",72,51,86
"6104",116750,"Ricky van Wolfswinkel",77,106,151
"6105",116756,"Marcin Wodecki",64,120,51
"6106",116772,"Thomas Mueller",86,136,198
"6107",116788,"Admir Aganovic",61,55,11
"6108",116871,"Tadeusz Socha",64,128,83
"6109",116872,"Lukasz Tyminski",58,125,69
"6110",116874,"Krzysztof Janus",62,119,39
"6111",116881,"Adrian Paluchowski",61,117,9
"6112",116885,"Maksymilian Rogalski",64,54,68
"6113",116907,"Paolo Hurtado",73,55,48
"6114",117432,"Jiloan Hamad",71,113,5
"6115",117541,"Tjaronn Chery",72,53,126
"6116",117545,"Sean Morrison",70,95,15
"6117",117556,"Radoslaw Pruchnik",61,45,26
"6118",118049,"El-Arbi Hilal Soudani",72,50,27
"6119",118182,"Kheireddine Kiko Zarabi",69,131,22
"6120",118298,"Clemens Walch",67,126,9
"6121",118346,"Filip Luksik",65,53,21
"6122",118356,"Bigambo Rochat",53,125,3
"6123",118359,"Anatole Ngamukol",68,50,58
"6124",118386,"Bastian Schulz",67,127,13
"6125",118390,"Freddie Sears",71,99,13
"6126",118433,"Luis Pedro",67,53,8
"6127",118434,"Alexander Buettner",75,130,80
"6128",118441,"Edson Henrique",NA,NA,31
"6129",118508,"Fedor Smolov",76,123,5
"6130",118528,"Michu",80,138,89
"6131",118530,"Lukasz Hanzel",65,130,116
"6132",118601,"Rafik Halliche",71,139,42
"6133",118616,"Giancarlo Gonzalez",77,56,63
"6134",118666,"Pape Moussa Diakhate",55,59,8
"6135",118713,"Jurgen Prutsch",62,123,5
"6136",118730,"Eyong Enoh",74,139,99
"6137",118822,"Maciej Dabrowski",68,52,75
"6138",118843,"Wiljan Pluim",68,138,86
"6139",118848,"Robbin Ruiter",75,379,123
"6140",118850,"Anthony Lippini",67,48,26
"6141",118879,"Nikola Gulan",68,130,16
"6142",118883,"Agim Ibraimi",74,54,8
"6143",118896,"Peter Pawlett",70,113,105
"6144",118897,"Ryan Jack",69,56,164
"6145",118929,"Jordi Gomez",74,154,88
"6146",119005,"Bernard Parker",73,139,3
"6147",119014,"Darko Lazovic",74,55,6
"6148",119079,"Alex McCarthy",75,368,22
"6149",119100,"Ignacio Fideleff",73,52,4
"6150",119117,"Reginald Goreux",72,126,72
"6151",119118,"Moussa Gueye",63,44,19
"6152",119273,"Marcus Olsson",69,113,10
"6153",119305,"Agon Mehmeti",67,108,15
"6154",119351,"Zavon Hines",72,112,9
"6155",119427,"Aytac Sulu",75,48,33
"6156",119435,"Niall McGinn",70,126,147
"6157",119525,"Sebastian Rudy",77,145,155
"6158",119541,"Geoff Cameron",77,129,114
"6159",119542,"Luis Seijas",72,71,22
"6160",119702,"Milan Gajic",66,128,125
"6161",119760,"Rasmus Joensson",70,116,3
"6162",119838,"Slobodan Medojevic",74,60,38
"6163",119839,"Danijel Aleksic",66,123,34
"6164",120076,"Robert Zillner",66,56,3
"6165",120082,"Mickael Facchinetti",63,106,118
"6166",120110,"Kim Ojo",75,53,8
"6167",120116,"Jonny Rowell",66,95,28
"6168",120132,"Nahuel Valentini",63,42,12
"6169",120148,"Fernando Russi",63,41,1
"6170",120158,"Geoffrey Tulasne",62,136,4
"6171",120221,"Matias Cabrera",74,43,18
"6172",120428,"Mathis Bolly",67,113,5
"6173",120560,"Tobias Sana",70,120,11
"6174",120598,"Jonas Loessl",76,379,67
"6175",120621,"Douglas",76,379,89
"6176",120737,"Chengdong Zhang",70,42,34
"6177",120845,"Nabil Bahoui",NA,NA,2
"6178",120915,"Omar Kossoko",66,58,12
"6179",120917,"Ahmed Kashi",70,121,15
"6180",120919,"Aatif Chahechouhe",77,50,1
"6181",121044,"Nenad Krsticic",73,56,56
"6182",121069,"Ross Forbes",68,139,35
"6183",121080,"Philippe Koch",66,126,193
"6184",121093,"Sercan Sararer",72,105,27
"6185",121115,"Gianluca Frontino",65,50,22
"6186",121225,"Muhamed Keita",73,91,6
"6187",121286,"Fabio Francesco Sciacca",72,147,9
"6188",121488,"Alban Joinel",61,312,1
"6189",121633,"David Alaba",85,127,127
"6190",121639,"Moussa Maazou",74,107,48
"6191",121642,"Marc van de Maarel",69,114,151
"6192",121643,"Adrian Chomiuk",52,101,17
"6193",121716,"Juan Forlin",77,98,102
"6194",121854,"Luiz Carlos",69,348,2
"6195",121872,"Sidnei",77,134,104
"6196",121881,"Eduardo Gottardi",76,378,127
"6197",121923,"Adriano",69,125,1
"6198",121953,"Tcho",NA,NA,11
"6199",121957,"Wellington",72,123,4
"6200",121960,"Renan",NA,NA,40
"6201",122047,"Mariano",77,126,138
"6202",122048,"Leandro Salino",76,143,78
"6203",122055,"Mikkel Diskerud",72,136,2
"6204",122116,"Yang Wang",61,107,4
"6205",124127,"Fabiano",77,381,64
"6206",124144,"Aleksandar Prijovic",71,124,39
"6207",127130,"Jonjo Shelvey",77,137,99
"6208",127133,"Matthew Phillips",74,114,26
"6209",127134,"Scott Robinson",61,121,66
"6210",127140,"Grant Gillespie",62,132,72
"6211",127141,"Jordan Kirkpatrick",47,121,3
"6212",127189,"Dragan Mihajlovic",51,116,15
"6213",127191,"Dugary Ndabashinze",66,116,19
"6214",127207,"Federico Santander",71,52,18
"6215",127209,"Anders Christiansen",72,45,2
"6216",127224,"Amir Abrashi",71,70,112
"6217",127255,"Akwetey Mensah",60,54,10
"6218",127370,"Felipe Mattioni Rohde",73,149,20
"6219",127374,"Rafael Toloi",74,107,25
"6220",127460,"Giacomo Bonaventura",80,126,139
"6221",127627,"Steven Meechan",58,63,1
"6222",127644,"James Vincent",63,123,46
"6223",127712,"Declan Rudd",70,351,12
"6224",127825,"Renatinho",70,103,4
"6225",127829,"Bruno Perone",63,57,1
"6226",127857,"Amr Zaki",71,52,24
"6227",127887,"Orhan Mustafi",63,124,23
"6228",127888,"Anderson Luis",71,50,81
"6229",127894,"Hector Rodas",69,117,28
"6230",127945,"Marcel Risse",75,130,94
"6231",127959,"Rafal Pietrzak",61,55,5
"6232",128020,"Marquinho",76,133,41
"6233",128036,"Mauricio",80,49,74
"6234",128037,"Henrique",78,123,99
"6235",128045,"Luis Alberto",75,144,83
"6236",128047,"Ze Eduardo",70,140,8
"6237",128083,"Vagner",75,369,91
"6238",128106,"Alexander Dragovic",78,120,77
"6239",128148,"Makelele",69,41,46
"6240",128209,"Ondrej Celustka",70,136,14
"6241",128230,"Kevin Piere Lafrance",59,55,13
"6242",128235,"Nico Abegglen",61,110,34
"6243",128239,"Steven Deana",60,298,12
"6244",128298,"Bryan Rodriguez",69,54,4
"6245",128360,"Edimar Fraga",73,59,97
"6246",128392,"Walter",77,125,6
"6247",128455,"Mohamed Coulibaly",63,46,1
"6248",128456,"Abdelhamid El Kaoutari",73,118,144
"6249",128590,"Ostoja Stjepanovic",64,51,24
"6250",128666,"Emmanuel Imorou",72,58,48
"6251",128689,"Sebastian Mielitz",74,368,60
"6252",128721,"Javi Castellano",72,57,1
"6253",128732,"Jonathas",79,123,70
"6254",128795,"Souza",78,47,8
"6255",128802,"Donovan Slijngard",65,84,38
"6256",128803,"Simone Colombi",68,331,5
"6257",128827,"Lewis Holtby",79,137,150
"6258",128843,"Aislan",67,125,17
"6259",128851,"Almeida Borges Leandro",59,36,1
"6260",128852,"Ivan Strinic",73,55,12
"6261",128864,"Oscar",84,151,94
"6262",128870,"Sandro Laurindo da Silva",74,135,12
"6263",128946,"Haris Vuckic",68,120,2
"6264",129177,"Robert McHugh",61,113,9
"6265",129241,"Hannes Thor Halldorsson",67,325,8
"6266",129275,"Jon Gudni Fjoluson",64,67,1
"6267",129278,"Holmar Oern Eyjolfsson",67,124,9
"6268",129326,"Franco Daniel Jara",77,58,34
"6269",129391,"Javier Pastore",84,148,181
"6270",129393,"William Matheus",72,73,20
"6271",129462,"Felipe",74,128,52
"6272",129469,"Gerson Magrao",71,52,4
"6273",129763,"Luca Ceccarelli",70,139,43
"6274",129817,"Hendry Thomas",73,129,49
"6275",129819,"Emilio Izaguirre",76,48,153
"6276",129915,"Johann Berg Gudmundsson",72,113,64
"6277",129918,"Alfred Finnbogason",76,63,89
"6278",129944,"Marco Reus",86,139,186
"6279",130027,"Khaleem Hyland",71,134,106
"6280",130113,"Andrea Rispoli",69,147,41
"6281",130118,"Pablo De Blasis",75,48,31
"6282",130155,"Danilo D'Ambrosio",75,62,81
"6283",130298,"John Guidetti",74,56,52
"6284",130596,"Tiago Luis",72,135,5
"6285",130667,"Joo-Ho Park",75,58,90
"6286",130670,"Chung-Yong Lee",78,140,57
"6287",130738,"Mamadou Bagayoko",66,42,22
"6288",131117,"Caleb Patterson-Sewell",63,323,3
"6289",131391,"Andis Shala",59,117,6
"6290",131394,"Benoit Ladriere",62,52,9
"6291",131403,"Jo Coppens",63,319,34
"6292",131404,"David Vandenbroeck",67,138,64
"6293",131406,"Fred",68,93,3
"6294",131408,"Thomas Kaminski",69,345,54
"6295",131409,"Adlene Guedioura",71,131,40
"6296",131411,"Boubacar Dembele",58,124,1
"6297",131486,"Cedric Betremieux",61,98,3
"6298",131530,"Thomas Matton",72,145,81
"6299",131531,"Franck Berrier",74,151,127
"6300",131532,"Miguel Dachelet",65,130,56
"6301",131583,"David Meyler",71,137,60
"6302",131845,"Jonatan Johansson",73,128,7
"6303",131980,"Povilas Leimonas",59,61,12
"6304",131991,"Floyd Ayite",75,104,97
"6305",131995,"Benjamin Moukandjo",77,97,100
"6306",132111,"Antons Kurakins",58,46,35
"6307",132701,"Henri Anier",66,58,28
"6308",132809,"Thierry Doubai",74,126,91
"6309",132814,"Joel Mall",65,323,71
"6310",132829,"Stephane Garcia",57,124,1
"6311",132830,"Damian Bellon",56,120,12
"6312",132843,"Serey Die",75,139,158
"6313",132844,"Admir Mehmedi",77,108,113
"6314",132898,"Jefferson Nascimento",79,63,94
"6315",133126,"Dennis Hediger",64,53,153
"6316",133201,"Dario Dumic",66,141,16
"6317",133535,"Airton",76,149,10
"6318",133997,"Francisco Sandaza",72,125,52
"6319",134132,"Mario Leitgeb",63,47,8
